"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.265625,0.0546875,0.0390625,0.0859375,0.140625,0.109375,0.0546875,0.0703125,0.1015625,0.078125
"2",0.266129032258065,0.0483870967741935,0.0403225806451613,0.0645161290322581,0.129032258064516,0.161290322580645,0.0645161290322581,0.0564516129032258,0.120967741935484,0.0483870967741935
"3",0.247933884297521,0.0413223140495868,0.0743801652892562,0.0661157024793388,0.0909090909090909,0.272727272727273,0.0578512396694215,0.0495867768595041,0.0578512396694215,0.0413223140495868
"4",0.203947368421053,0.0526315789473684,0.0855263157894737,0.0723684210526316,0.0723684210526316,0.289473684210526,0.0328947368421053,0.0789473684210526,0.0592105263157895,0.0526315789473684
"5",0.214285714285714,0.038961038961039,0.0974025974025974,0.0714285714285714,0.0454545454545455,0.318181818181818,0.038961038961039,0.0714285714285714,0.0584415584415584,0.0454545454545455
"6",0.161538461538462,0.0769230769230769,0.0923076923076923,0.0615384615384615,0.0538461538461538,0.307692307692308,0.0384615384615385,0.0615384615384615,0.0846153846153846,0.0615384615384615
"7",0.123595505617978,0.0898876404494382,0.101123595505618,0.101123595505618,0.0786516853932584,0.157303370786517,0.0674157303370786,0.0561797752808989,0.146067415730337,0.0786516853932584
"8",0.19811320754717,0.0660377358490566,0.141509433962264,0.0754716981132075,0.0943396226415094,0.132075471698113,0.0471698113207547,0.0566037735849057,0.132075471698113,0.0566037735849057
"9",0.176470588235294,0.117647058823529,0.127450980392157,0.0980392156862745,0.127450980392157,0.0882352941176471,0.0686274509803922,0.0588235294117647,0.0784313725490196,0.0588235294117647
"10",0.201923076923077,0.115384615384615,0.125,0.0961538461538462,0.115384615384615,0.0673076923076923,0.0673076923076923,0.0480769230769231,0.0961538461538462,0.0673076923076923
"11",0.129411764705882,0.0941176470588235,0.0941176470588235,0.0941176470588235,0.0705882352941176,0.152941176470588,0.0941176470588235,0.0941176470588235,0.0823529411764706,0.0941176470588235
"12",0.126315789473684,0.0947368421052632,0.126315789473684,0.0631578947368421,0.0631578947368421,0.157894736842105,0.0631578947368421,0.147368421052632,0.0947368421052632,0.0631578947368421
"13",0.201923076923077,0.0576923076923077,0.0961538461538462,0.0769230769230769,0.0576923076923077,0.125,0.0673076923076923,0.182692307692308,0.0865384615384615,0.0480769230769231
"14",0.226277372262774,0.0510948905109489,0.124087591240876,0.0656934306569343,0.0437956204379562,0.138686131386861,0.0583941605839416,0.109489051094891,0.116788321167883,0.0656934306569343
"15",0.3,0.0714285714285714,0.107142857142857,0.05,0.0714285714285714,0.0785714285714286,0.0428571428571429,0.0714285714285714,0.121428571428571,0.0857142857142857
"16",0.225,0.0666666666666667,0.116666666666667,0.0583333333333333,0.0583333333333333,0.0916666666666667,0.0583333333333333,0.0666666666666667,0.158333333333333,0.1
"17",0.180722891566265,0.108433734939759,0.0963855421686747,0.0963855421686747,0.0843373493975904,0.108433734939759,0.0843373493975904,0.0602409638554217,0.0843373493975904,0.0963855421686747
"18",0.0632911392405063,0.113924050632911,0.126582278481013,0.126582278481013,0.10126582278481,0.113924050632911,0.0886075949367089,0.0759493670886076,0.0759493670886076,0.113924050632911
"19",0.103092783505155,0.0824742268041237,0.154639175257732,0.0515463917525773,0.144329896907216,0.0824742268041237,0.0824742268041237,0.0721649484536082,0.11340206185567,0.11340206185567
"20",0.112068965517241,0.0775862068965517,0.198275862068966,0.0517241379310345,0.120689655172414,0.0775862068965517,0.0517241379310345,0.137931034482759,0.120689655172414,0.0517241379310345
"21",0.11864406779661,0.0508474576271186,0.144067796610169,0.0508474576271186,0.0932203389830508,0.127118644067797,0.076271186440678,0.169491525423729,0.110169491525424,0.0593220338983051
"22",0.0888888888888889,0.0592592592592593,0.155555555555556,0.0444444444444444,0.0814814814814815,0.162962962962963,0.0592592592592593,0.17037037037037,0.125925925925926,0.0518518518518519
"23",0.0869565217391304,0.0521739130434783,0.11304347826087,0.0782608695652174,0.0608695652173913,0.217391304347826,0.0782608695652174,0.147826086956522,0.11304347826087,0.0521739130434783
"24",0.0594059405940594,0.0693069306930693,0.118811881188119,0.0891089108910891,0.0792079207920792,0.168316831683168,0.0495049504950495,0.158415841584158,0.158415841584158,0.0495049504950495
"25",0.0987654320987654,0.0987654320987654,0.0987654320987654,0.0617283950617284,0.135802469135802,0.148148148148148,0.0617283950617284,0.0987654320987654,0.123456790123457,0.0740740740740741
"26",0.08,0.08,0.0666666666666667,0.133333333333333,0.12,0.16,0.0666666666666667,0.106666666666667,0.106666666666667,0.08
"27",0.087378640776699,0.0485436893203883,0.058252427184466,0.155339805825243,0.087378640776699,0.213592233009709,0.058252427184466,0.106796116504854,0.116504854368932,0.0679611650485437
"28",0.144329896907216,0.0515463917525773,0.0721649484536082,0.134020618556701,0.0721649484536082,0.175257731958763,0.0824742268041237,0.11340206185567,0.0927835051546392,0.0618556701030928
"29",0.205882352941176,0.0808823529411765,0.0955882352941176,0.0588235294117647,0.0808823529411765,0.161764705882353,0.0588235294117647,0.117647058823529,0.0882352941176471,0.0514705882352941
"30",0.0697674418604651,0.0697674418604651,0.0930232558139535,0.0581395348837209,0.127906976744186,0.27906976744186,0.0697674418604651,0.0930232558139535,0.0813953488372093,0.0581395348837209
"31",0.0816326530612245,0.0612244897959184,0.0816326530612245,0.0612244897959184,0.13265306122449,0.244897959183673,0.0510204081632653,0.13265306122449,0.0816326530612245,0.0714285714285714
"32",0.211267605633803,0.126760563380282,0.112676056338028,0.0422535211267606,0.0704225352112676,0.119718309859155,0.0492957746478873,0.105633802816901,0.0774647887323944,0.0845070422535211
"33",0.203252032520325,0.130081300813008,0.0813008130081301,0.0894308943089431,0.0813008130081301,0.113821138211382,0.040650406504065,0.121951219512195,0.0569105691056911,0.0813008130081301
"34",0.161904761904762,0.133333333333333,0.0857142857142857,0.123809523809524,0.0761904761904762,0.0952380952380952,0.0476190476190476,0.133333333333333,0.0761904761904762,0.0666666666666667
"35",0.131386861313869,0.102189781021898,0.109489051094891,0.160583941605839,0.0656934306569343,0.124087591240876,0.0583941605839416,0.131386861313869,0.072992700729927,0.0437956204379562
"36",0.155038759689922,0.131782945736434,0.0852713178294574,0.13953488372093,0.062015503875969,0.131782945736434,0.062015503875969,0.131782945736434,0.0465116279069767,0.0542635658914729
"37",0.114503816793893,0.145038167938931,0.114503816793893,0.145038167938931,0.0687022900763359,0.175572519083969,0.0534351145038168,0.0610687022900763,0.0610687022900763,0.0610687022900763
"38",0.152173913043478,0.130434782608696,0.119565217391304,0.0652173913043478,0.0652173913043478,0.130434782608696,0.0760869565217391,0.0869565217391304,0.0652173913043478,0.108695652173913
"39",0.127659574468085,0.159574468085106,0.148936170212766,0.0851063829787234,0.0957446808510638,0.106382978723404,0.0531914893617021,0.0957446808510638,0.0638297872340425,0.0638297872340425
"40",0.203883495145631,0.116504854368932,0.116504854368932,0.0970873786407767,0.0970873786407767,0.058252427184466,0.0679611650485437,0.106796116504854,0.0776699029126214,0.058252427184466
"41",0.229357798165138,0.155963302752294,0.110091743119266,0.0917431192660551,0.073394495412844,0.055045871559633,0.0642201834862385,0.0917431192660551,0.073394495412844,0.055045871559633
"42",0.205357142857143,0.0982142857142857,0.142857142857143,0.0714285714285714,0.0625,0.0714285714285714,0.0535714285714286,0.133928571428571,0.0982142857142857,0.0625
"43",0.170454545454545,0.102272727272727,0.159090909090909,0.0681818181818182,0.0681818181818182,0.0681818181818182,0.0568181818181818,0.193181818181818,0.0568181818181818,0.0568181818181818
"44",0.150537634408602,0.0645161290322581,0.139784946236559,0.0752688172043011,0.0752688172043011,0.150537634408602,0.0645161290322581,0.139784946236559,0.0752688172043011,0.0645161290322581
"45",0.168421052631579,0.0736842105263158,0.126315789473684,0.0947368421052632,0.0842105263157895,0.105263157894737,0.105263157894737,0.115789473684211,0.0631578947368421,0.0631578947368421
"46",0.190909090909091,0.109090909090909,0.109090909090909,0.0636363636363636,0.0818181818181818,0.127272727272727,0.0727272727272727,0.109090909090909,0.0636363636363636,0.0727272727272727
"47",0.173469387755102,0.0816326530612245,0.142857142857143,0.0714285714285714,0.0816326530612245,0.112244897959184,0.102040816326531,0.0816326530612245,0.0816326530612245,0.0714285714285714
"48",0.1953125,0.0703125,0.1484375,0.0625,0.0859375,0.0859375,0.0703125,0.125,0.1015625,0.0546875
"49",0.155172413793103,0.0431034482758621,0.172413793103448,0.0603448275862069,0.103448275862069,0.0603448275862069,0.0603448275862069,0.137931034482759,0.137931034482759,0.0689655172413793
"50",0.16,0.088,0.152,0.056,0.104,0.048,0.056,0.12,0.136,0.08
"51",0.128205128205128,0.102564102564103,0.115384615384615,0.0641025641025641,0.115384615384615,0.0897435897435897,0.0641025641025641,0.115384615384615,0.115384615384615,0.0897435897435897
"52",0.15,0.0875,0.1625,0.0625,0.125,0.1125,0.0625,0.075,0.0875,0.075
"53",0.12987012987013,0.0909090909090909,0.168831168831169,0.0649350649350649,0.0909090909090909,0.0909090909090909,0.0649350649350649,0.0909090909090909,0.116883116883117,0.0909090909090909
"54",0.182926829268293,0.0609756097560976,0.158536585365854,0.0731707317073171,0.0853658536585366,0.0731707317073171,0.0609756097560976,0.0975609756097561,0.109756097560976,0.0975609756097561
"55",0.186046511627907,0.0930232558139535,0.104651162790698,0.0697674418604651,0.0930232558139535,0.0581395348837209,0.0697674418604651,0.116279069767442,0.116279069767442,0.0930232558139535
"56",0.164835164835165,0.131868131868132,0.0989010989010989,0.0659340659340659,0.0879120879120879,0.0769230769230769,0.0879120879120879,0.0659340659340659,0.0989010989010989,0.120879120879121
"57",0.117647058823529,0.107843137254902,0.0980392156862745,0.0686274509803922,0.0588235294117647,0.0980392156862745,0.0980392156862745,0.127450980392157,0.127450980392157,0.0980392156862745
"58",0.102803738317757,0.121495327102804,0.0747663551401869,0.0560747663551402,0.0747663551401869,0.102803738317757,0.0841121495327103,0.121495327102804,0.186915887850467,0.0747663551401869
"59",0.0531914893617021,0.106382978723404,0.117021276595745,0.0638297872340425,0.0531914893617021,0.106382978723404,0.0851063829787234,0.117021276595745,0.223404255319149,0.074468085106383
"60",0.0574712643678161,0.126436781609195,0.114942528735632,0.0574712643678161,0.0689655172413793,0.0919540229885057,0.126436781609195,0.0919540229885057,0.149425287356322,0.114942528735632
"61",0.218487394957983,0.126050420168067,0.092436974789916,0.0588235294117647,0.0588235294117647,0.0840336134453782,0.0756302521008403,0.0756302521008403,0.0840336134453782,0.126050420168067
"62",0.260869565217391,0.0869565217391304,0.072463768115942,0.072463768115942,0.0869565217391304,0.0797101449275362,0.072463768115942,0.0652173913043478,0.0942028985507246,0.108695652173913
"63",0.280575539568345,0.115107913669065,0.0647482014388489,0.0719424460431655,0.136690647482014,0.0647482014388489,0.0575539568345324,0.0503597122302158,0.0647482014388489,0.0935251798561151
"64",0.142857142857143,0.122448979591837,0.0612244897959184,0.0510204081632653,0.183673469387755,0.0918367346938776,0.0816326530612245,0.102040816326531,0.0816326530612245,0.0816326530612245
"65",0.0875,0.1125,0.075,0.075,0.1625,0.1125,0.1,0.125,0.075,0.075
