"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",0.0416666666666667,0.0729166666666667,0.0338541666666667,0.244791666666667,0.0885416666666667,0.0651041666666667,0.0416666666666667,0.104166666666667,0.0416666666666667,0.0338541666666667,0.0416666666666667,0.0416666666666667,0.0729166666666667,0.0494791666666667,0.0260416666666667
"2",0.0752688172043011,0.043010752688172,0.0349462365591398,0.252688172043011,0.0833333333333333,0.0268817204301075,0.0510752688172043,0.0994623655913979,0.043010752688172,0.0268817204301075,0.0349462365591398,0.0672043010752688,0.0591397849462366,0.0672043010752688,0.0349462365591398
"3",0.0771349862258953,0.0358126721763085,0.0358126721763085,0.333333333333333,0.126721763085399,0.0275482093663912,0.0523415977961433,0.0440771349862259,0.0275482093663912,0.0358126721763085,0.0440771349862259,0.0523415977961433,0.0358126721763085,0.0358126721763085,0.0358126721763085
"4",0.0482456140350877,0.0416666666666667,0.0482456140350877,0.317982456140351,0.18640350877193,0.0482456140350877,0.0548245614035088,0.0285087719298246,0.0219298245614035,0.0219298245614035,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0219298245614035,0.0350877192982456
"5",0.0281385281385281,0.0346320346320346,0.0541125541125541,0.32034632034632,0.177489177489177,0.0346320346320346,0.0411255411255411,0.0411255411255411,0.0281385281385281,0.0606060606060606,0.0346320346320346,0.0476190476190476,0.0411255411255411,0.0216450216450216,0.0346320346320346
"6",0.041025641025641,0.0564102564102564,0.0333333333333333,0.271794871794872,0.164102564102564,0.0564102564102564,0.0641025641025641,0.0333333333333333,0.0333333333333333,0.0564102564102564,0.041025641025641,0.041025641025641,0.0487179487179487,0.0256410256410256,0.0333333333333333
"7",0.048689138576779,0.0823970037453184,0.0936329588014981,0.183520599250936,0.0599250936329588,0.048689138576779,0.0374531835205993,0.0374531835205993,0.0374531835205993,0.0599250936329588,0.048689138576779,0.0599250936329588,0.0936329588014981,0.0374531835205993,0.0711610486891386
"8",0.050314465408805,0.0786163522012579,0.059748427672956,0.248427672955975,0.0314465408805031,0.050314465408805,0.0408805031446541,0.059748427672956,0.0408805031446541,0.0880503144654088,0.059748427672956,0.050314465408805,0.050314465408805,0.0314465408805031,0.059748427672956
"9",0.0522875816993464,0.0522875816993464,0.0620915032679739,0.228758169934641,0.0620915032679739,0.0326797385620915,0.0326797385620915,0.0620915032679739,0.0326797385620915,0.0620915032679739,0.0816993464052288,0.0522875816993464,0.0522875816993464,0.042483660130719,0.0915032679738562
"10",0.0705128205128205,0.0608974358974359,0.0608974358974359,0.233974358974359,0.0512820512820513,0.0416666666666667,0.0320512820512821,0.0608974358974359,0.0608974358974359,0.0705128205128205,0.0801282051282051,0.0320512820512821,0.0608974358974359,0.0320512820512821,0.0512820512820513
"11",0.0627450980392157,0.0627450980392157,0.0745098039215686,0.0862745098039216,0.0862745098039216,0.0509803921568628,0.0980392156862745,0.0627450980392157,0.0627450980392157,0.0745098039215686,0.0745098039215686,0.0392156862745098,0.0745098039215686,0.0392156862745098,0.0509803921568628
"12",0.0456140350877193,0.056140350877193,0.0771929824561404,0.108771929824561,0.087719298245614,0.0456140350877193,0.129824561403509,0.0350877192982456,0.056140350877193,0.108771929824561,0.0350877192982456,0.056140350877193,0.0666666666666667,0.056140350877193,0.0350877192982456
"13",0.0705128205128205,0.0705128205128205,0.0512820512820513,0.118589743589744,0.0608974358974359,0.0416666666666667,0.166666666666667,0.0416666666666667,0.0320512820512821,0.0801282051282051,0.0416666666666667,0.0512820512820513,0.0705128205128205,0.0512820512820513,0.0512820512820513
"14",0.0462287104622871,0.0754257907542579,0.0681265206812652,0.119221411192214,0.0462287104622871,0.0535279805352798,0.104622871046229,0.126520681265207,0.0462287104622871,0.097323600973236,0.0316301703163017,0.0316301703163017,0.0389294403892944,0.0389294403892944,0.0754257907542579
"15",0.0523809523809524,0.080952380952381,0.0523809523809524,0.180952380952381,0.0452380952380952,0.0738095238095238,0.0523809523809524,0.0952380952380952,0.030952380952381,0.0880952380952381,0.0380952380952381,0.030952380952381,0.0238095238095238,0.030952380952381,0.123809523809524
"16",0.0361111111111111,0.0777777777777778,0.0694444444444444,0.102777777777778,0.0527777777777778,0.0777777777777778,0.0277777777777778,0.136111111111111,0.0527777777777778,0.102777777777778,0.0444444444444444,0.0361111111111111,0.0277777777777778,0.0277777777777778,0.127777777777778
"17",0.0522088353413655,0.0642570281124498,0.0401606425702811,0.160642570281124,0.0642570281124498,0.100401606425703,0.0401606425702811,0.0642570281124498,0.0642570281124498,0.0522088353413655,0.0401606425702811,0.0522088353413655,0.0522088353413655,0.0401606425702811,0.112449799196787
"18",0.0548523206751055,0.080168776371308,0.0421940928270042,0.0675105485232068,0.105485232067511,0.0548523206751055,0.0548523206751055,0.080168776371308,0.0421940928270042,0.080168776371308,0.080168776371308,0.0421940928270042,0.0548523206751055,0.0675105485232068,0.0928270042194093
"19",0.0549828178694158,0.0859106529209622,0.0446735395189004,0.0859106529209622,0.0446735395189004,0.0756013745704467,0.0549828178694158,0.0652920962199313,0.0446735395189004,0.0756013745704467,0.0446735395189004,0.0446735395189004,0.0859106529209622,0.106529209621993,0.0859106529209622
"20",0.0373563218390805,0.0977011494252874,0.0545977011494253,0.0890804597701149,0.0545977011494253,0.0459770114942529,0.140804597701149,0.0373563218390805,0.0373563218390805,0.149425287356322,0.028735632183908,0.028735632183908,0.0804597701149425,0.0718390804597701,0.0459770114942529
"21",0.0706214689265537,0.0706214689265537,0.096045197740113,0.104519774011299,0.0536723163841808,0.0451977401129944,0.112994350282486,0.0282485875706215,0.0451977401129944,0.155367231638418,0.0367231638418079,0.0367231638418079,0.0282485875706215,0.0790960451977401,0.0367231638418079
"22",0.091358024691358,0.0765432098765432,0.0987654320987654,0.0839506172839506,0.0987654320987654,0.0395061728395062,0.120987654320988,0.0395061728395062,0.0469135802469136,0.14320987654321,0.0395061728395062,0.0320987654320988,0.0246913580246914,0.0246913580246914,0.0395061728395062
"23",0.072463768115942,0.063768115942029,0.0985507246376812,0.0898550724637681,0.0811594202898551,0.0463768115942029,0.107246376811594,0.0550724637681159,0.0550724637681159,0.072463768115942,0.072463768115942,0.0376811594202899,0.0289855072463768,0.0376811594202899,0.0811594202898551
"24",0.0924092409240924,0.0825082508250825,0.0924092409240924,0.0528052805280528,0.0825082508250825,0.033003300330033,0.0726072607260726,0.0627062706270627,0.0528052805280528,0.112211221122112,0.0726072607260726,0.0528052805280528,0.033003300330033,0.033003300330033,0.0726072607260726
"25",0.0534979423868313,0.0411522633744856,0.11522633744856,0.065843621399177,0.127572016460905,0.0534979423868313,0.0781893004115226,0.0534979423868313,0.0534979423868313,0.0534979423868313,0.0534979423868313,0.0411522633744856,0.065843621399177,0.0781893004115226,0.065843621399177
"26",0.0577777777777778,0.0577777777777778,0.0977777777777778,0.0577777777777778,0.124444444444444,0.0577777777777778,0.0844444444444444,0.0577777777777778,0.0444444444444444,0.0577777777777778,0.0444444444444444,0.0444444444444444,0.0844444444444444,0.0711111111111111,0.0577777777777778
